epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.001,4139,,,
28,,4139,,0.9881783723831177,
,0.001,4149,,,
28,,4149,,0.8793644905090332,
,0.001,4159,,,
28,,4159,,0.8821237087249756,
,0.001,4169,,,
28,,4169,,1.0476887226104736,
,0.001,4179,,,
28,,4179,,1.0215857028961182,
,0.001,4189,,,
28,,4189,,0.9402027130126953,
,0.001,4199,,,
28,,4199,,0.9782799482345581,
28,,4204,,,1.5798447132110596
28,,4204,0.8942853808403015,,
,0.001,4209,,,
29,,4209,,0.819942831993103,
,0.001,4219,,,
29,,4219,,0.8072993159294128,
,0.001,4229,,,
29,,4229,,0.9565949440002441,
,0.001,4239,,,
29,,4239,,0.7935876846313477,
,0.001,4249,,,
29,,4249,,0.8252220153808594,
,0.001,4259,,,
29,,4259,,0.7902870178222656,
,0.001,4269,,,
29,,4269,,0.9441874027252197,
,0.001,4279,,,
29,,4279,,0.9663223028182983,
,0.001,4289,,,
29,,4289,,0.8957009315490723,
,0.001,4299,,,
29,,4299,,0.6615991592407227,
,0.001,4309,,,
29,,4309,,1.0567646026611328,
,0.001,4319,,,
29,,4319,,0.915242075920105,
,0.001,4329,,,
29,,4329,,0.8534111976623535,
,0.001,4339,,,
29,,4339,,0.8425989151000977,
,0.001,4349,,,
29,,4349,,0.16220566630363464,
29,,4349,,,1.5828913450241089
29,,4349,0.8742485046386719,,
,0.001,4359,,,
30,,4359,,0.8876371383666992,
,0.001,4369,,,
30,,4369,,0.9135286808013916,
,0.001,4379,,,
30,,4379,,1.0190762281417847,
,0.001,4389,,,
30,,4389,,0.8601672649383545,
,0.001,4399,,,
30,,4399,,0.8547177314758301,
,0.001,4409,,,
30,,4409,,0.7584053874015808,
,0.001,4419,,,
30,,4419,,0.9967912435531616,
,0.001,4429,,,
30,,4429,,0.774104118347168,
,0.001,4439,,,
30,,4439,,0.7956709265708923,
,0.001,4449,,,
30,,4449,,0.9011563658714294,
,0.001,4459,,,
30,,4459,,0.9882726669311523,
,0.001,4469,,,
30,,4469,,0.8285516500473022,
,0.001,4479,,,
30,,4479,,0.765350341796875,
,0.001,4489,,,
30,,4489,,0.9267035722732544,
30,,4494,,,1.6667014360427856
30,,4494,0.8449352979660034,,
,0.001,4499,,,
31,,4499,,0.8601827621459961,
